,year,title,genre,avg_vote,movie_rating
7505,2008,Lower Learning,Comedy,3.9,okay
7506,2007,Secrets of the Clown,Horror,2.5,bad
7507,2010,Radio Free Albemuth,"Drama, Sci-Fi",5.7,okay
7508,2010,Another Harvest Moon,Drama,6.0,good
7509,2008,Babi Buta yang Ingin Terbang,Drama,6.2,good
7510,2007,Chocolate,"Comedy, Romance",6.1,good
7511,2010,Circle,"Horror, Thriller",3.3,okay
7512,2008,The Daisy Chain,"Drama, Horror, Thriller",5.0,okay
7513,2008,The Eleventh Hour,"Action, Thriller",4.5,okay
7514,2008,Los años desnudos (Clasificada S),"Comedy, Drama",5.2,okay
7515,2008,Fireproof,"Drama, Fantasy, Romance",6.5,good
7516,2010,Miss Nobody,"Comedy, Crime",5.5,okay
7517,2008,Mum & Dad,"Horror, Thriller",5.9,okay
7518,2007,On Bloody Sunday,Horror,3.3,okay
7519,2008,Para,"Comedy, Crime, Romance",5.3,okay
7520,2010,Sisanje,"Action, Crime, Drama",6.4,good
7521,2009,ThanksKilling,"Comedy, Horror, Thriller",4.2,okay
7522,2008,Transporter 3,"Action, Thriller",6.1,good
7523,2009,Amelia,"Adventure, Biography, Dram",5.8,okay
7524,2007,Get Married,Comedy,6.5,good
7525,2009,The Informant!,"Biography, Comedy, Crime",6.4,good
7526,2009,16 to Life,"Comedy, Romance",6.3,good
7527,2008,Is Anybody There?,Drama,6.7,good
7528,2008,Solar Flare,"Action, Drama, Thriller",2.9,bad
7529,2007,Tricks.,"Comedy, Drama",6.8,good
7530,2007,Xia tian de wei ba,"Drama, Romance",6.4,good
7531,2008,Jeszcze raz,"Comedy, Romance",3.8,okay
7532,2007,Ogród Luizy,"Comedy, Drama, Romance",7.1,good
7533,2010,Shutter Island,"Mystery, Thriller",8.1,good
7534,2007,Underdogs,Drama,5.8,okay
7535,2010,The 5th Quarter,"Biography, Drama, Sport",5.6,okay
7536,2009,Atletu,"Biography, Drama",6.7,good
7537,2008,The Graduates,Comedy,4.5,okay
7538,2010,Sinners and Saints,"Action, Crime, Thriller",6.1,good
7539,2008,Three and Out,"Comedy, Drama",6.2,good
7540,2008,Arráncame la vida,Drama,7.4,good
7541,2009,Chamaco,Drama,5.5,okay
7542,2009,Cinéman,"Comedy, Fantasy, Romance",3.0,okay
7543,2008,Ice Blues,"Crime, Drama, Mystery",6.4,good
7544,2008,JCVD,"Comedy, Crime, Drama",7.1,good
7545,2008,Lange flate ballær II,"Comedy, Drama, War",5.1,okay
7546,2009,Le premier cercle,"Action, Crime, Drama",5.4,okay
7547,2009,Against the Current,Drama,6.1,good
7548,2009,The Boat That Rocked,"Comedy, Drama, Music",7.4,good
7549,2009,Flying By,"Drama, Family, Music",4.4,okay
7550,2009,Jennifer's Body,"Comedy, Horror",5.2,okay
7551,2008,Mutants,"Action, Horror, Sci-Fi",2.2,bad
7552,2009,Necrosis,"Horror, Thriller",3.2,okay
7553,2008,Phantom Punch,"Biography, Drama, Sport",5.5,okay
7554,2009,Asylum Seekers,"Comedy, Fantasy",4.9,okay
7555,2007,The Houseboy,"Drama, Romance",5.6,okay
7556,2007,Münferit,"Crime, Drama",5.9,okay
7557,2009,(Untitled),"Comedy, Drama, Music",6.3,good
7558,2007,Spinnin',"Comedy, Drama, Romance",6.2,good
7559,2009,Mandie and the Secret Tunnel,"Adventure, Drama, Family",5.5,okay
7560,2008,Born of Earth,Horror,3.2,okay
7561,2007,Che Kopete: La Película,Comedy,2.6,bad
7562,2008,Beste Gegend,"Drama, Romance",6.6,good
7563,2008,My Big Love,"Drama, Romance",6.1,good
7564,2008,Chiko,"Crime, Drama",6.8,good
7565,2008,199 recetas para ser feliz,Drama,5.2,okay
7566,2008,Apron Strings,Drama,6.6,good
7567,2008,Boogie,"Comedy, Drama",7.1,good
7568,2009,Gooby,"Family, Fantasy",3.2,okay
7569,2008,Hijack,"Action, Thriller",3.7,okay
7570,2009,Kan door huid heen,Drama,6.9,good
7571,2008,Louise-Michel,Comedy,6.6,good
7572,2007,Medvídek,"Comedy, Drama",6.1,good
7573,2008,Ugly Aur Pagli,"Comedy, Drama",3.7,okay
7574,2008,Versailles,Drama,6.9,good
7575,2008,Vilaine,Comedy,5.5,okay
7576,2009,Män som hatar kvinnor,"Crime, Drama, Mystery",7.8,good
7577,2008,Saw V,"Horror, Mystery, Thriller",5.8,okay
7578,2008,Shôrin shôjo,"Action, Comedy, Fantasy",4.4,okay
7579,2007,Vermist,"Crime, Drama, Thriller",6.3,good
7580,2008,Keurosing,Drama,7.6,good
7581,2005,Meitantei Conan: Suiheisenjyou no sutorateeji,"Animation, Action, Adventu",7.1,good
7582,2008,Medicine for Melancholy,"Drama, Romance",6.7,good
7583,2008,What Doesn't Kill You,"Crime, Drama",6.6,good
7584,2009,Serious Moonlight,"Comedy, Crime, Romance",5.4,okay
7585,2009,The Way of War,"Action, Thriller",3.2,okay
7586,2008,Kakushi toride no san akunin,"Action, Adventure, Drama",6.1,good
7587,2007,Bayrampasa: Ben fazla kalmayacagim,"Comedy, Drama",6.0,good
7588,2009,The Private Lives of Pippa Lee,"Comedy, Drama, Romance",6.4,good
7589,2009,Boogie Woogie,"Comedy, Drama",5.2,okay
7590,2009,ZMD: Zombies of Mass Destruction,"Comedy, Horror, Sci-Fi",5.0,okay
7591,2008,Bouquet final,Comedy,5.9,okay
7592,2008,Kaméleon,"Comedy, Drama, Thriller",7.3,good
7593,2010,Donkeys,"Comedy, Drama",6.3,good
7594,2009,Survival of the Dead,"Comedy, Drama, Horror",4.9,okay
7595,2008,Gachi bôi,Comedy,7.1,good
7596,2009,É Proibido Fumar,"Drama, Romance, Thriller",6.7,good
7597,2010,Krach,"Action, Drama, Thriller",4.7,okay
7598,2010,Takers,"Action, Crime, Thriller",6.2,good
7599,2008,Cat City,"Drama, Mystery, Thriller",5.1,okay
7600,2009,H2O Extreme,"Action, Sport",4.2,okay
7601,2009,The Limits of Control,"Crime, Drama, Mystery",6.3,good
7602,2009,Tell-Tale,"Drama, Horror, Sci-Fi",5.4,okay
7603,2009,Duplicity,"Comedy, Crime, Romance",6.1,good
7604,2009,Homecoming,"Drama, Horror, Sport",5.3,okay
7605,2009,Julie & Julia,"Biography, Drama, Romance",7.0,good
7606,2007,Route 30,Comedy,5.4,okay
7607,2007,Shin kyûseishu densetsu Hokuto no Ken: Raô den - Ge,"Animation, Action",7.1,good
7608,2009,The Slammin' Salmon,Comedy,6.4,good
7609,2007,Whirlwind,"Drama, Romance",5.2,okay
7610,2007,Ssonda,"Action, Comedy, Drama",6.8,good
7611,2007,Psycho Ward,Horror,2.1,bad
7612,2008,Den du frygter,"Drama, Thriller",6.4,good
7613,2007,Duggholufólkið,"Adventure, Family",5.6,okay
7614,2009,Chintu Ji,"Comedy, Drama",5.8,okay
7615,2009,"Mord ist mein Geschäft, Liebling","Comedy, Crime, Romance",5.8,okay
7616,2008,Morgan Pålsson - världsreporter,Comedy,5.5,okay
7617,2009,White Material,"Drama, War",6.9,good
7618,2008,Alarm,Thriller,5.7,okay
7619,2007,Bangkok Love Story,"Action, Crime, Drama",5.9,okay
7620,2008,Carlitos y el campo de los sueños,"Adventure, Comedy, Drama",5.6,okay
7621,2008,"El cielo, la tierra, y la lluvia",Drama,6.3,good
7622,2008,Dean Spanley,"Comedy, Drama",7.2,good
7623,2007,Sik-gaek,"Comedy, Drama",6.6,good
7624,2008,Sasori,Action,4.9,okay
7625,2008,Sex Drive,"Comedy, Romance",6.5,good
7626,2007,Wonderful Town,"Drama, Romance",6.6,good
7627,2009,District 9,"Action, Sci-Fi, Thriller",7.9,good
7628,2008,A Festa da Menina Morta,Drama,6.1,good
7629,2009,Run! Bitch Run!,"Horror, Thriller",4.1,okay
7630,2010,Tales of an Ancient Empire,"Action, Adventure",2.4,bad
7631,2007,Beautiful Bitch,Drama,6.4,good
7632,2009,Awaydays,"Crime, Drama",5.8,okay
7633,2008,Between Love & Goodbye,"Drama, Music, Romance",5.7,okay
7634,2008,A Darker Reality,Horror,4.1,okay
7635,2009,Fire from Below,Thriller,2.7,bad
7636,2009,Moonlight Sonata,"Drama, Thriller",4.1,okay
7637,2008,Scourge,"Horror, Mystery, Sci-Fi",4.2,okay
7638,2007,Soo,"Action, Drama, Thriller",6.1,good
7639,2008,Rama Rama Kya Hai Dramaaa,"Comedy, Drama, Romance",3.9,okay
7640,2008,3-Day Weekend,"Drama, Romance",4.8,okay
7641,2009,Blood River,"Horror, Thriller, Western",5.3,okay
7642,2009,Desdemona: A Love Story,Drama,4.2,okay
7643,2007,14 kilómetros,Drama,6.8,good
7644,2010,Moo-jeok-ja,"Action, Crime, Drama",5.9,okay
7645,2008,Wonseu-eopon-eo-taim,"Action, Adventure, Comedy",5.9,okay
7646,2009,How to Draw a Perfect Circle,Drama,5.5,okay
7647,2008,Twenty:20,"Action, Crime, Drama",6.8,good
7648,2009,Personal Effects,Drama,6.2,good
7649,2007,1612: Khroniki smutnogo vremeni,"Adventure, Drama, Fantasy",5.6,okay
7650,2009,Stolen Lives,"Crime, Drama, Mystery",6.1,good
7651,2008,A Film with Me in It,"Comedy, Thriller",6.7,good
7652,2010,The Ghost Writer,"Drama, Mystery, Thriller",7.2,good
7653,2008,Tôkyô shôjo,"Fantasy, Romance",6.7,good
7654,2008,The Lena Baker Story,"Crime, Drama, History",5.7,okay
7655,2008,El nido vacío,"Comedy, Drama",6.4,good
7656,2009,Polanski,"Biography, Drama",3.1,okay
7657,2009,La última y nos vamos,Drama,6.2,good
7658,2009,The Unborn,"Drama, Horror, Mystery",4.8,okay
7659,2008,45 R.P.M.,Drama,6.2,good
7660,2007,Black Devil Doll,"Comedy, Horror",4.2,okay
7661,2008,Elle veut le chaos,Drama,6.0,good
7662,2008,Hotel op stelten,Family,5.4,okay
7663,2008,Lady Blood,Horror,2.6,bad
7664,2008,Låt den rätte komma in,"Drama, Horror, Romance",7.9,good
7665,2008,La fille de Monaco,"Comedy, Drama",5.8,okay
7666,2009,Je me souviens,Drama,6.6,good
7667,2008,Rallybrudar,Comedy,4.9,okay
7668,2008,"Sans arme, ni haine, ni violence","Biography, Crime, Drama",5.7,okay
7669,2007,Russkaya igra,Comedy,6.9,good
7670,2008,End Call,Horror,4.5,okay
7671,2010,Due vite per caso,Drama,6.2,good
7672,2009,Post Grad,"Comedy, Romance",5.3,okay
7673,2007,Chen shui de qing chun,"Mystery, Romance",6.3,good
7674,2008,The Family That Preys,Drama,5.7,okay
7675,2009,Madea Goes to Jail,"Comedy, Crime, Drama",4.4,okay
7676,2009,Within the Whirlwind,"Biography, Drama",6.7,good
7677,2007,Diorthosi,Drama,6.1,good
7678,2008,Detoroito Metaru Shiti,"Comedy, Drama, Music",6.7,good
7679,2008,Double Dagger,Action,3.5,okay
7680,2009,The Ugly Truth,"Comedy, Romance",6.4,good
7681,2009,High Life,"Comedy, Crime",6.1,good
7682,2008,Un gioco da ragazze,Drama,5.3,okay
7683,2008,Cinco días sin Nora,"Comedy, Drama",7.2,good
7684,2008,Na-moo-eobs-neun san,Drama,7.1,good
7685,2008,My Bestfriend's Girlfriend,"Comedy, Drama, Romance",6.2,good
7686,2008,El cant dels ocells,Drama,6.3,good
7687,2010,Holy Rollers,"Biography, Crime, Drama",5.9,okay
7688,2006,Dang wo men tong zai yi qi,"Comedy, Drama",5.4,okay
7689,2009,Coyote County Loser,"Comedy, Drama, Romance",6.2,good
7690,2009,Four Boxes,"Horror, Thriller",4.7,okay
7691,2010,Holyman Undercover,Comedy,4.6,okay
7692,2009,Peter and Vandy,"Drama, Romance",6.3,good
7693,2009,Death Warrior,"Action, Drama, Horror",2.8,bad
7694,2009,Kambakkht Ishq,"Action, Comedy, Romance",3.8,okay
7695,2007,King Lines,"Adventure, Sport",7.7,good
7696,2008,Orochi,"Drama, Fantasy, Horror",6.3,good
7697,2009,Pornography,Mystery,4.7,okay
7698,2009,Fatal Rescue,"Action, Drama, Romance",3.6,okay
7699,2009,The Final Destination,"Horror, Thriller",5.2,okay
7700,2007,More Than Just a Game,"Drama, Sport",5.9,okay
7701,2008,Center Stage: Turn It Up,"Drama, Music, Romance",6.1,good
7702,2008,Fetish,Thriller,5.0,okay
7703,2009,The Jerk Theory,"Comedy, Music, Romance",5.5,okay
7704,2008,Fatso,"Comedy, Drama",5.6,okay
7705,2009,Maata meren alla,"Comedy, Drama",5.3,okay
7706,2009,Täällä Pohjantähden alla,"Drama, Romance, War",6.8,good
7707,2007,Korowód,"Drama, Romance",5.6,okay
7708,2009,Distanz,Drama,5.7,okay
7709,2008,Foreign Exchange,Comedy,4.1,okay
7710,2008,Heaven on Earth,Drama,6.2,good
7711,2007,Meitantei Conan: Konpeki no hitsugi,"Animation, Action, Adventu",6.3,good
7712,2008,Snijeg,Drama,7.1,good
7713,2007,Xuxa em Sonho de Menina,Family,1.7,bad
7714,2008,Albakiara,"Action, Comedy, Drama",1.9,bad
7715,2008,L'empreinte de l'ange,Drama,6.8,good
7716,2009,Mutants,"Drama, Horror, Sci-Fi",5.6,okay
7717,2008,Singh Is Kinng,"Action, Comedy, Crime",5.7,okay
7718,2008,Tausend Ozeane,Drama,6.9,good
7719,2007,Giagonan: Oi skoteines meres tou hamou,"Action, Adventure, Comedy",4.5,okay
7720,2008,Cook County,Drama,6.7,good
7721,2009,Forget Me Not,"Horror, Romance, Thriller",5.2,okay
7722,2008,Dare mo mamotte kurenai,Drama,6.8,good
7723,2009,The Devil's Tomb,"Action, Horror, Sci-Fi",3.7,okay
7724,2006,Anatema,"Drama, War",3.8,okay
7725,2007,Signorina Effe,Drama,6.0,good
7726,2009,Bran Nue Dae,"Comedy, Drama, Musical",6.2,good
7727,2009,Chain Letter,Horror,4.1,okay
7728,2009,Orphan,"Horror, Mystery, Thriller",6.9,good
7729,2008,MollyCam,Drama,5.3,okay
7730,2007,Gekijô ban Bleach: The DiamondDust Rebellion - Mô h,"Animation, Action, Thrille",7.2,good
7731,2008,Die Geschichte vom Brandner Kaspar,"Comedy, Drama",6.1,good
7732,2009,Cuckoo,"Drama, Thriller",3.7,okay
7733,2008,"Anywhere, USA","Comedy, Drama",6.0,good
7734,2009,Micmacs à tire-larigot,"Action, Comedy, Crime",7.2,good
7735,2009,Das weiße Band - Eine deutsche Kindergeschichte,"Drama, History, Mystery",7.8,good
7736,2009,Yuki & Nina,Drama,6.7,good
7737,2007,Brave,Action,4.1,okay
7738,2009,Espion(s),"Drama, Romance, Thriller",6.0,good
7739,2008,A Mulher do meu Amigo,Comedy,5.0,okay
7740,2007,Por see yee,Comedy,6.7,good
7741,2009,"Rabioso sol, rabioso cielo","Drama, Fantasy, Romance",5.8,okay
7742,2010,Rudolfa mantojums,"Comedy, Drama",7.0,good
7743,2008,Çocuk,"Adventure, Comedy, Family",2.9,bad
7744,2008,Ara,Drama,6.7,good
7745,2008,Divina confusión,"Comedy, Drama",4.8,okay
7746,2008,Krishnarjuna,"Comedy, Drama, Romance",4.9,okay
7747,2008,"Lovely, Still","Drama, Romance",7.1,good
7748,2007,Chung oi,Horror,5.5,okay
7749,2008,Goliath,Comedy,5.1,okay
7750,2009,Leaves of Grass,"Comedy, Crime, Drama",6.4,good
7751,2008,"Otto; or, Up with Dead People","Comedy, Drama, Fantasy",5.2,okay
7752,2009,Tanner Hall,"Drama, Romance",5.8,okay
7753,2008,Räuber Kneißl,Drama,6.7,good
7754,2008,U-900,"Comedy, War",4.1,okay
7755,2009,Cornered!,Horror,4.3,okay
7756,2008,Nothing Like the Holidays,"Comedy, Drama, Romance",6.1,good
7757,2010,On a Dark and Stormy Night,"Horror, Thriller",1.8,bad
7758,2009,Miss March,"Comedy, Romance",5.0,okay
7759,2009,Rabia,"Romance, Thriller",6.3,good
7760,2009,Mad Sad & Bad,Comedy,4.5,okay
7761,2008,No Bad Days,"Action, Adventure, Comedy",3.4,okay
7762,2007,Rak haeng Siam,"Drama, Mystery, Romance",7.8,good
7763,2008,American Violet,Drama,7.0,good
7764,2009,Hired Gun,"Action, Crime",3.6,okay
7765,2008,"Navidad, S.A.",Comedy,5.7,okay
7766,2010,Super Hybrid,"Horror, Sci-Fi, Thriller",3.9,okay
7767,2009,Palo Pinto Gold,Western,4.1,okay
7768,2009,Public Enemies,"Biography, Crime, Drama",7.0,good
7769,2007,Showbiz,"Action, Crime, Drama",3.8,okay
7770,2008,Wendy and Lucy,Drama,7.1,good
7771,2009,Haeundae,"Action, Drama",5.6,okay
7772,2009,The Least Among You,"Biography, Drama",4.4,okay
7773,2009,Today's Special,Comedy,6.6,good
7774,2008,Semum,"Crime, Fantasy, Horror",5.0,okay
7775,2009,The Cycle,"Horror, Thriller",4.4,okay
7776,2009,The Hessen Affair,"Crime, Drama, History",5.3,okay
7777,2008,Hoe overleef ik...?,"Drama, Family",5.9,okay
7778,2008,Maman est chez le coiffeur,Drama,7.0,good
7779,2008,Morrison krijgt een zusje,Family,5.9,okay
7780,2008,Majdnem szüz,Drama,5.5,okay
7781,2008,Riprendimi,Comedy,6.1,good
7782,2009,The Gold & the Beautiful,"Adventure, Comedy, Family",5.5,okay
7783,2008,The Coverup,"Crime, Drama, Mystery",5.1,okay
7784,2008,Ballast,Drama,6.9,good
7785,2009,Love Simple,"Comedy, Romance",5.6,okay
7786,2009,Dance Flick,"Action, Comedy, Music",3.5,okay
7787,2008,Ssang-hwa-jeom,"Drama, History, Romance",7.2,good
7788,2009,"I Love You, Man","Comedy, Romance",7.0,good
7789,2010,The Karate Kid,"Action, Drama, Family",6.2,good
7790,2008,Boku tachi to chûzai san no 700 nichi sensô,Comedy,7.1,good
7791,2007,Gekijô ban Kara no kyôkai: Dai isshô - Fukan fûkei,"Animation, Action, Crime",7.0,good
7792,2007,Gekijô ban Kara no kyôkai: Dai ni shô - Satsujin kô,"Animation, Action, Crime",7.1,good
7793,2008,Gekijô ban Kara no kyôkai: Dai san shô - Tsukakû za,"Animation, Action, Crime",7.4,good
7794,2008,Meitantei Conan: Senritsu no furu sukoa,"Animation, Action, Adventu",6.8,good
7795,2008,20-seiki shônen: Honkaku kagaku bôken eiga,"Adventure, Fantasy, Myster",6.7,good
7796,2008,Yama no anata - Tokuichi no koi,"Comedy, Drama",6.3,good
7797,2009,The Lightkeepers,Comedy,5.5,okay
7798,2009,De hel van '63,"Drama, Sport",6.3,good
7799,2008,Hu die fei,"Drama, Romance",4.8,okay
7800,2009,Les herbes folles,"Drama, Romance",6.2,good
7801,2008,Karzzzz,"Action, Drama, Musical",2.1,bad
7802,2008,La très très grande entreprise,Comedy,5.8,okay
7803,2009,Vincere,"Biography, Drama, Romance",6.9,good
7804,2007,Green Eyed Monster,"Horror, Mystery, Sci-Fi",2.9,bad
7805,2008,K-20: Kaijin nijû mensô den,"Action, Adventure, Crime",6.6,good
7806,2009,Prime Mover,"Comedy, Drama",5.6,okay
7807,2009,Zombieland,"Adventure, Comedy, Horror",7.6,good
7808,2008,Duo shuai,"Action, Crime, Drama",5.8,okay
7809,2008,Happy Flight,Comedy,6.6,good
7810,2009,Star Crossed,"Drama, Romance, Sport",5.8,okay
7811,2009,Zen,"Biography, Drama",7.5,good
7812,2009,Kamui gaiden,"Action, Drama",5.7,okay
7813,2009,Bancs publics (Versailles rive droite),Comedy,5.9,okay
7814,2008,Bo chi tung wah,"Action, Crime, Thriller",6.6,good
7815,2008,Ready,"Action, Comedy",7.2,good
7816,2009,The Three Investigators and the Secret of Terror Ca,"Adventure, Family, Mystery",5.7,okay
7817,2010,Agua fria de mar,Drama,5.6,okay
7818,2010,Na putu,Drama,6.9,good
7819,2008,La Bohème,"Music, Romance",7.2,good
7820,2009,Cea mai fericitã fatã din lume,"Comedy, Drama",6.9,good
7821,2009,Huacho,Drama,6.5,good
7822,2009,Aussie and Ted's Great Adventure,Family,5.0,okay
7823,2008,Break,"Action, Crime, Drama",3.8,okay
7824,2008,Perro come perro,Thriller,6.7,good
7825,2007,Kisaragi,"Comedy, Mystery",7.4,good
7826,2008,Desh Drohi,"Action, Thriller",1.5,bad
7827,2008,Lille soldat,Drama,6.5,good
7828,2009,Cayman Went,"Drama, Family",4.6,okay
7829,2009,Eden à l'Ouest,Drama,6.9,good
7830,2007,Jigeum sarangha-neun saramgwa salgo issumnika?,"Adventure, Drama",6.1,good
7831,2007,Una moglie bellissima,Comedy,5.3,okay
7832,2008,Eiga: Kurosagi,"Crime, Drama, Thriller",5.5,okay
7833,2009,Chaostage,Action,5.4,okay
7834,2008,Teenage Angst,"Drama, Thriller",5.3,okay
7835,2010,Order of Chaos,Thriller,4.6,okay
7836,2008,Bombay to Bangkok,"Comedy, Crime, Romance",4.6,okay
7837,2009,City of Life,"Drama, Romance",6.9,good
7838,2008,Höhere Gewalt,Drama,5.7,okay
7839,2008,Amorosa Soledad,"Comedy, Romance",5.9,okay
7840,2008,Hello Goodbye,Comedy,5.1,okay
7841,2008,Nés en 68,"Comedy, Drama, Romance",6.5,good
7842,2008,Rumba,Comedy,6.9,good
7843,2007,Selda,"Drama, Romance",6.3,good
7844,2007,Team Picture,"Comedy, Drama, Music",5.3,okay
7845,2008,Le voyage aux Pyrénées,"Comedy, Drama",4.6,okay
7846,2007,Body sob 19,"Drama, Horror, Mystery",6.5,good
7847,2007,Death of a Ghost Hunter,"Horror, Thriller",4.5,okay
7848,2007,Kalloori,Drama,7.3,good
7849,2009,12 Rounds,"Action, Crime, Thriller",5.6,okay
7850,2009,Clancy,Drama,6.9,good
7851,2009,Sweatshop,Horror,4.1,okay
7852,2008,Gekijô ban Naruto: Shippûden - Kizuna,"Animation, Action, Fantasy",7.0,good
7853,2008,Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Gir,"Animation, Action, Adventu",6.1,good
7854,2008,Hana yori dango: Fainaru,Drama,7.0,good
7855,2008,Yôgisha X no kenshin,"Crime, Drama, Mystery",7.5,good
7856,2008,Come Together,"Comedy, Drama",2.8,bad
7857,2008,To gamilio party,"Comedy, Romance",4.9,okay
7858,2009,Super Capers: The Origins of Ed and the Missing Bul,"Action, Adventure, Comedy",3.1,okay
7859,2009,Blood Night: The Legend of Mary Hatchet,Horror,4.5,okay
7860,2008,Brigada explosiva: Misión pirata,"Crime, Mystery, Sci-Fi",1.8,bad
7861,2008,Chameleon,Drama,5.3,okay
7862,2010,Una hora más en Canarias,"Comedy, Musical",4.7,okay
7863,2009,Gentlemen Broncos,"Adventure, Comedy, Sci-Fi",6.2,good
7864,2009,Pagafantas,Comedy,6.1,good
7865,2008,Piao lang qing chun,"Drama, Romance",6.4,good
7866,2009,The Sanctuary,Action,4.2,okay
7867,2009,Set Apart,"Action, Adventure, Drama",6.6,good
7868,2008,Gingerdead Man 2: Passion of the Crust,"Comedy, Fantasy, Horror",4.1,okay
7869,2009,A Lonely Place for Dying,"Action, Thriller, War",6.1,good
7870,2008,Amateur Porn Star Killer 2,"Crime, Horror",3.7,okay
7871,2009,"Sorry, Thanks",Comedy,4.4,okay
7872,2008,"C'est pas moi, je le jure!","Comedy, Drama, Family",7.5,good
7873,2008,Chrysalis,Sci-Fi,4.3,okay
7874,2009,"Clear Lake, WI",Thriller,3.0,okay
7875,2007,.hack//G.U. Trilogy,"Animation, Action, Adventu",5.6,okay
7876,2008,A Quiet Little Marriage,Drama,6.1,good
7877,2010,Biutiful,"Drama, Romance",7.5,good
7878,2008,Bi-mong,"Drama, Fantasy, Mystery",6.6,good
7879,2008,Dans une galaxie près de chez vous 2,"Comedy, Sci-Fi",6.5,good
7880,2008,120,"Drama, History, War",7.3,good
7881,2008,Cruising Bar 2,Comedy,5.7,okay
7882,2008,Die Eisbombe,"Comedy, Drama, Romance",6.2,good
7883,2008,Ghajini,"Action, Drama, Mystery",7.3,good
7884,2008,Hlidac c.47,"Drama, Thriller",6.5,good
7885,2008,Il passato è una terra straniera,Drama,6.5,good
7886,2009,Siete minutos,Comedy,4.6,okay
7887,2007,Evano Oruvan,"Drama, Thriller",7.2,good
7888,2009,Gordos,"Comedy, Drama",6.6,good
7889,2009,Wickie und die starken Männer,"Action, Adventure, Comedy",5.5,okay
7890,2010,L'immortel,"Action, Crime, Drama",6.7,good
7891,2009,OSS 117: Rio ne répond plus,"Action, Adventure, Comedy",6.9,good
7892,2010,Sint,Horror,5.5,okay
7893,2008,Chîmu bachisuta no eikô,"Comedy, Drama, Mystery",5.9,okay
7894,2008,Kagehinata ni saku,"Comedy, Drama",6.4,good
7895,2010,Boston Girls,"Comedy, Horror, Thriller",2.3,bad
7896,2009,Anytown,"Crime, Drama, Thriller",4.9,okay
7897,2008,Gegege no Kitarô: Sennen noroi uta,"Adventure, Family, Fantasy",5.1,okay
7898,2007,Don,"Action, Crime, Drama",5.4,okay
7899,2008,Feuerherz,"Biography, Drama, War",6.0,good
7900,2009,Book of Blood,"Drama, Horror, Mystery",5.3,okay
7901,2009,Mississippi Damned,Drama,7.4,good
7902,2007,Return of Hanuman,"Animation, Action, Adventu",7.0,good
7903,2009,Crush,"Horror, Mystery, Thriller",4.4,okay
7904,2009,Amar,Drama,4.8,okay
7905,2009,Beautiful,"Drama, Thriller",5.3,okay
7906,2008,Dayereh-e zangi,"Comedy, Drama",7.0,good
7907,2008,I et speil i en gåte,Drama,6.3,good
7908,2008,Istoria 52,"Mystery, Thriller",6.1,good
7909,2009,Hinter Kaifeck,"Mystery, Thriller",5.1,okay
7910,2008,C Kkompany,"Comedy, Drama, Thriller",5.4,okay
7911,2008,Kids,"Drama, Fantasy",6.8,good
7912,2008,I-4: Loufa & apallagi,Comedy,5.5,okay
7913,2008,Mere Baap Pehle Aap,"Comedy, Drama, Romance",5.3,okay
7914,2009,Victory,"Drama, Sport",3.7,okay
7915,2008,A Bunch of Amateurs,Comedy,6.1,good
7916,2008,Zapamtite Vukovar,"Drama, History, War",5.1,okay
7917,2009,Nefes: Vatan Sagolsun,"Action, Drama, Thriller",8.0,good
7918,2008,L'autre,Drama,6.4,good
7919,2008,Plajda,Comedy,2.8,bad
7920,2008,Son ders,"Comedy, Drama",7.0,good
7921,2009,It's Alive,"Horror, Sci-Fi",3.5,okay
7922,2008,The Kreutzer Sonata,Drama,5.6,okay
7923,2009,Zombie Farm,"Fantasy, Horror, Thriller",3.6,okay
7924,2008,Misconceptions,"Comedy, Drama",4.5,okay
7925,2007,Primal,Horror,2.4,bad
7926,2007,Kanfû-kun,Action,3.7,okay
7927,2008,Ang lihim ni Antonio,"Crime, Drama",6.5,good
7928,2008,Sita Sings the Blues,"Animation, Comedy, Fantasy",7.6,good
7929,2008,Somers Town,"Comedy, Drama",6.9,good
7930,2009,Diamant 13,"Action, Crime, Thriller",5.1,okay
7931,2009,Whip It,"Drama, Sport",6.9,good
7932,2008,Machan,"Biography, Comedy, Drama",7.8,good
7933,2007,Zombi kampung pisang,"Comedy, Horror",5.2,okay
7934,2008,Bronson,"Action, Biography, Crime",7.1,good
7935,2008,The Children,"Horror, Mystery, Thriller",6.0,good
7936,2008,Etz Limon,"Drama, War",7.4,good
7937,2008,8 citas,"Comedy, Romance",6.1,good
7938,2010,The Company Men,Drama,6.7,good
7939,2009,The House of the Devil,Horror,6.4,good
7940,2008,Love for Sale,"Comedy, Drama, Romance",5.4,okay
7941,2009,Babysitters Beware,"Comedy, Family",4.4,okay
7942,2009,Hurricane Season,"Drama, Sport",6.6,good
7943,2008,Krishna: The Power of Indrakeeladri,"Action, Comedy, Drama",6.2,good
7944,2008,Slam,"Action, Drama, Family",6.6,good
7945,2008,3 zan,Drama,5.7,okay
7946,2008,A-leum-dab-da,Drama,6.6,good
7947,2010,The Bang Bang Club,"Biography, Drama, History",7.0,good
7948,2008,Genenet al asmak,"Drama, Romance",6.0,good
7949,2008,La rabia,Drama,5.9,okay
7950,2008,Revanche,"Crime, Drama, Romance",7.5,good
7951,2008,Bakkermann,Comedy,3.6,okay
