,year,title,genre,avg_vote,movie_rating,duration
10722,2010,Donnant donnant,Comedy,5.0,okay,100
10723,2009,Ehky ya Scheherazade,Drama,6.7,good,150
10724,2010,Vorstadtkrokodile 2,"Adventure, Family",5.7,okay,90
10725,2010,Fatal,"Comedy, Music",5.8,okay,95
10726,2009,Gakkô ura saito,Horror,4.9,okay,109
10727,2009,Le coach,Comedy,5.9,okay,92
10728,2010,L'avocat,Thriller,5.5,okay,102
10729,2009,Love Khichdi,"Comedy, Drama, Romance",5.7,okay,130
10730,2009,Samâ uôzu,"Animation, Action, Comedy",7.5,good,114
10731,2010,The Freebie,"Comedy, Drama",5.1,okay,78
10732,2009,The Lost & Found Family,Drama,6.3,good,91
10733,2009,Dai noi muk taam 009,"Action, Comedy",4.2,okay,98
10734,2010,Que se mueran los feos,Comedy,5.8,okay,104
10735,2010,Cannibal,"Horror, Romance, Thriller",4.0,okay,90
10736,2010,The Dogfather,"Comedy, Crime, Family",3.0,okay,89
10737,2009,I.C.U.,"Horror, Thriller",2.4,bad,85
10738,2009,Gekijôban kamen raidâ Dikeido: Ôru raidâ tai daisho,"Action, Fantasy",6.5,good,79
10739,2008,Poo,Drama,7.1,good,109
10740,2009,LOpuKHI,Comedy,4.9,okay,85
10741,2009,M+Zh,"Comedy, Romance",5.5,okay,92
10742,2009,Magare! Supûn,Comedy,6.2,good,106
10743,2009,Petya po doroge v Tsarstvie Nebesnoe,Drama,5.8,okay,97
10744,2010,Saw 3D,"Horror, Mystery",5.6,okay,90
10745,2010,Space Battleship Yamato,"Action, Adventure, Drama",6.1,good,138
10746,2010,Amador,Drama,6.7,good,112
10747,2010,Bitter Feast,"Comedy, Horror, Thriller",5.3,okay,95
10748,2009,Ho woo shi jul,"Drama, Romance",6.5,good,100
10749,2008,Hashar: A Love Story...,Romance,6.6,good,176
10750,2009,Xun zhao Cheng Long,"Action, Comedy, Family",4.0,okay,85
10751,2009,Asaruto gâruzu,"Action, Sci-Fi",3.7,okay,65
10752,2010,"Kôshônin: The movie - Taimu rimitto kôdo 10,000 m n","Action, Drama",5.6,okay,123
10753,2010,L'autre monde,"Drama, Thriller",5.6,okay,105
10754,2009,Simon Konianski,Comedy,6.3,good,100
10755,2010,The High Cost of Living,Drama,6.8,good,92
10756,2010,Transparency,"Action, Crime, Drama",4.8,okay,96
10757,2009,Aagey Se Right,"Comedy, Crime, Drama",5.1,okay,117
10758,2010,Abel,"Comedy, Drama",6.9,good,82
10759,2009,Cooking with Stella,"Comedy, Drama",5.5,okay,104
10760,2009,Grado 3,"Comedy, Romance",4.0,okay,84
10761,2009,Orada,Drama,5.7,okay,93
10762,2009,Orps: The Movie,"Comedy, Family, Music",5.1,okay,86
10763,2006,Thimiru,Action,5.8,okay,155
10764,2009,Accused at 17,"Crime, Drama, Mystery",5.5,okay,90
10765,2009,Gekijô-ban Naruto Shippûden: Hi no ishi wo tsugu mo,"Animation, Action, Fantasy",7.2,good,95
10766,2010,Happythankyoumoreplease,"Comedy, Drama, Romance",6.8,good,100
10767,2010,Nothing Special,"Comedy, Drama",3.9,okay,100
10768,2010,The Genesis Code,Drama,5.4,okay,138
10769,2010,Jasmina,Drama,6.7,good,89
10770,2009,Eo-ddeon bang-moon,Drama,6.4,good,108
10771,2009,Melodiya dlya sharmanki,Drama,6.9,good,153
10772,2008,Realnyy papa,Comedy,4.4,okay,100
10773,2010,A Very Mary Christmas,"Comedy, Family",5.7,okay,97
10774,2010,Li xiao long,"Biography, Drama",6.5,good,129
10775,2009,Geu-rim-ja sal-in,Thriller,6.9,good,111
10776,2010,Logan,"Comedy, Drama, Family",6.0,good,94
10777,2010,Spork,Comedy,6.8,good,86
10778,2009,Frontier Blues,Drama,6.6,good,95
10779,2010,Héroes,"Comedy, Drama, Family",7.1,good,104
10780,2009,A Religiosa Portuguesa,Drama,6.6,good,127
10781,2010,Till det som är vackert,Drama,6.9,good,97
10782,2009,Gabhricha Paus,"Comedy, Drama",7.4,good,95
10783,2009,House of the Wolf Man,"Family, Horror",5.8,okay,81
10784,2009,La reine des pommes,"Comedy, Drama, Musical",6.1,good,84
10785,2009,Os Famosos e os Duendes da Morte,Drama,6.7,good,101
10786,2009,Redline,"Animation, Action, Romance",7.5,good,102
10787,2009,Sham moh,Drama,5.9,okay,94
10788,2009,Aadhavan,Action,5.2,okay,159
10789,2010,Asal,Action,3.9,okay,135
10790,2009,Lebanon,"Drama, War",6.9,good,93
10791,2009,Kampüste çiplak ayaklar,"Drama, Romance",4.6,okay,90
10792,2010,A Woman,Drama,3.8,okay,100
10793,2010,Christopher Roth,"Horror, Thriller",4.0,okay,100
10794,2010,Death and Cremation,"Drama, Horror, Thriller",5.8,okay,86
10795,2009,Teree Sang: A Kidult Love Story,"Drama, Romance",6.2,good,132
10796,2009,The Prodigy,Animation,1.9,bad,77
10797,2009,Dom zly,"Crime, Drama, Thriller",7.4,good,105
10798,2009,Mniejsze zlo,Drama,5.9,okay,110
10799,2009,"Non ma fille, tu n'iras pas danser",Drama,6.1,good,105
10800,2009,Wan pisu firumu: sutorongu warudo,"Animation, Action, Adventu",7.6,good,113
10801,2009,Zagrebacke price,Drama,6.4,good,110
10802,2010,Tamara Drewe,"Comedy, Drama, Romance",6.2,good,107
10803,2010,Summer Coda,"Drama, Romance",6.3,good,108
10804,2010,F,"Crime, Drama, Horror",4.6,okay,79
10805,2008,Fortified,"Action, Thriller",8.4,good,47
10806,2009,Qu'un seul tienne et les autres suivront,Drama,6.6,good,120
10807,2009,"Wlatcy móch: Cmoki, czopki i mondzioly","Animation, Comedy",4.8,okay,92
10808,2010,Hana no ato,"Action, Drama",6.8,good,107
10809,2010,Pickman's Muse,"Horror, Sci-Fi, Thriller",5.6,okay,77
10810,2009,Trash Humpers,"Comedy, Drama, Horror",5.1,okay,78
10811,2009,Winnie og Karina - The Movie,Comedy,3.1,okay,75
10812,2009,Xia dao xiao,"Comedy, Horror",4.7,okay,102
10813,2009,Cletaraxia,Drama,1.4,bad,99
10814,2010,Keeper'n til Liverpool,Comedy,6.6,good,90
10815,2009,Eiga Reiton-kyôju to eien no utahime,"Animation, Adventure, Crim",6.7,good,99
10816,2010,The Show Must Go On,"Drama, Sci-Fi, Thriller",6.9,good,80
10817,2008,Chainsaw Cheerleaders,Horror,3.5,okay,90
10818,2009,Down Terrace,"Crime, Drama",6.5,good,93
10819,2010,Epikindynes mageirikes,"Drama, Romance",3.0,okay,100
10820,2009,"Napoli, Napoli, Napoli",Drama,6.0,good,102
10821,2009,Reconciliation,Drama,5.4,okay,101
10822,2010,Fobos. Klub strakha,"Horror, Thriller",3.6,okay,78
10823,2009,Upperdog,"Comedy, Drama",6.5,good,100
10824,2008,Vigilante,Action,2.6,bad,90
10825,2009,The Blackout,"Horror, Sci-Fi, Thriller",3.3,okay,80
10826,2010,Children of God,Drama,6.7,good,104
10827,2009,Kandahar Break,"Drama, Romance, Thriller",5.4,okay,94
10828,2009,Artimos sviesos,Drama,7.0,good,92
10829,2010,Tensión sexual no resuelta,Comedy,5.5,okay,93
10830,2010,Insane,Horror,3.5,okay,87
10831,2010,Hide & Seek,"Drama, Horror, Thriller",4.1,okay,105
10832,2009,Karanliktakiler,"Drama, Thriller",7.1,good,100
10833,2009,La petite mort,"Horror, Thriller",3.3,okay,76
10834,2010,Lifted,Drama,6.6,good,108
10835,2009,Parêdo,Drama,7.2,good,118
10836,2010,Plavi voz,Drama,4.1,okay,106
10837,2010,The Fat Boy Chronicles,Drama,6.0,good,78
10838,2010,Boggy Creek,Horror,3.1,okay,87
10839,2010,Removal,Thriller,4.7,okay,91
10840,2009,Sirta la gal ba,Drama,7.0,good,88
10841,2009,The Wild Hunt,"Drama, Thriller",6.4,good,96
10842,2009,Ji qi xia,"Action, Comedy, Romance",4.4,okay,102
10843,2009,Milosc na wybiegu,"Comedy, Romance",4.0,okay,94
10844,2009,Phobidilia,Drama,6.6,good,87
10845,2009,Zabludivshiysya,"Drama, Fantasy, Mystery",5.7,okay,90
10846,2010,Trap,"Action, Crime, Thriller",7.3,good,89
10847,2009,Keramat,Horror,6.8,good,80
10848,2009,Korkoro,"Drama, War",7.2,good,111
10849,2009,Nevesta lyuboy tsenoy,Comedy,4.7,okay,100
10850,2009,Pangarööv,Drama,5.8,okay,93
10851,2010,The Tree,"Drama, Romance",6.6,good,100
10852,2007,Chennai 600028,"Comedy, Romance, Sport",7.9,good,141
10853,2009,Natasha Kizmet: The Movie,Comedy,3.8,okay,86
10854,2008,Soovide puu,Drama,5.6,okay,86
10855,2010,Aaranya Kaandam,"Action, Crime, Thriller",8.6,good,153
10856,2009,Lola,Drama,7.3,good,110
10857,2010,Paiyaa,"Action, Drama, Romance",6.3,good,152
10858,2009,Paran Jai Jaliya Re,"Action, Adventure, Romance",5.0,okay,155
10859,2007,Parattai Engira Azhagu Sundaram,Action,2.5,bad,160
10860,2008,Silambattam,Family,3.7,okay,166
10861,2009,Siva Manasula Sakthi,"Comedy, Drama, Romance",7.1,good,138
10862,2009,Spangas op survival,"Adventure, Drama, Family",5.5,okay,95
10863,2010,Spiderhole,Horror,4.2,okay,82
10864,2010,I Am,Drama,3.4,okay,89
10865,2010,Cold Weather,"Comedy, Drama, Mystery",6.2,good,96
10866,2009,Al Mosafer,Drama,6.0,good,125
10867,2009,Lei wangzi,Drama,6.4,good,122
10868,2010,Hai yang tian tang,Drama,7.6,good,96
10869,2009,Zanan-e bedun-e mardan,Drama,6.3,good,95
10870,2010,Anjaana Anjaani,"Comedy, Drama, Musical",5.8,okay,151
10871,2010,Dead Cert,"Action, Horror",3.6,okay,92
10872,2009,Galerianki,Drama,5.2,okay,77
10873,2009,Hel,Drama,5.9,okay,84
10874,2009,Jóhannes,Comedy,5.7,okay,90
10875,2009,Choi voi,Drama,6.4,good,110
10876,2009,De vilde svaner,"Adventure, Drama",5.7,okay,60
10877,2009,Kimssi pyoryugi,"Drama, Romance",8.1,good,116
10878,2010,Filme do Desassossego,Drama,6.5,good,90
10879,2009,Storm,"Drama, Family",5.7,okay,82
10880,2009,Tehroun,Drama,6.8,good,95
10881,2009,Brecha,Drama,6.9,good,89
10882,2010,Dooman River,Drama,6.6,good,90
10883,2009,Kape neuwareu,"Drama, Romance",7.0,good,197
10884,2009,Domaine,"Drama, Romance",5.5,okay,110
10885,2009,Dou niu,Drama,7.2,good,105
10886,2009,Insolação,Drama,5.5,okay,100
10887,2009,Kakraki,"Comedy, Drama",6.3,good,105
10888,2009,"Viajo Porque Preciso, Volto Porque te Amo",Drama,7.3,good,75
10889,2009,Macho,"Comedy, Drama, Romance",5.8,okay,76
10890,2010,Vampires,"Comedy, Fantasy, Horror",6.3,good,88
10891,2007,Kattradhu Thamizh,"Drama, Mystery",8.4,good,147
10892,2010,Dead Awake,"Fantasy, Mystery, Romance",4.5,okay,93
10893,2009,Hora,"Comedy, Horror, Thriller",2.8,bad,89
10894,2010,Darkening Sky,"Horror, Thriller",4.4,okay,83
10895,2009,Ruzhaye sabz,Drama,6.1,good,73
10896,2009,The Lionshare,Drama,6.0,good,65
10897,2010,Johnny,"Drama, Family",6.5,good,88
10898,2010,Monogamy,"Drama, Romance",5.0,okay,96
10899,2010,The Man Who Collected Food,"Comedy, Horror",5.8,okay,79
10900,2009,The Taste of Relation,"Drama, Family, Mystery",3.3,okay,87
10901,2010,Camping 2,Comedy,4.2,okay,99
10902,2010,Smukke mennesker,Drama,7.0,good,93
10903,2010,Oliver Sherman,"Drama, Thriller, War",6.5,good,82
10904,2007,Bharani,"Action, Drama",5.8,okay,145
10905,2010,Theeradha Vilaiyattu Pillai,Romance,5.5,okay,160
10906,2010,Thillalangadi,"Action, Comedy",4.7,okay,181
10907,2009,Vaamanan,Action,4.5,okay,146
10908,2009,Bestevenner,Family,5.7,okay,75
10909,2010,Halálkeringö,"Drama, Thriller",5.1,okay,103
10910,2009,El vuelco del cangrejo,Drama,6.6,good,95
10911,2010,Illégal,Drama,6.8,good,90
10912,2010,Road to Nowhere,"Romance, Thriller",5.4,okay,121
10913,2010,The King's Speech,"Biography, Drama, History",8.0,good,118
10914,2009,Natale a Beverly Hills,Comedy,3.5,okay,110
10915,2010,Heaven Burns,Drama,5.9,okay,105
10916,2009,Heiran,"Drama, Romance",6.6,good,88
10917,2009,Hiroshima,Drama,6.6,good,80
10918,2009,Kirâ vâjin rôdo,Drama,6.0,good,97
10919,2009,Le refuge,Drama,6.4,good,88
10920,2009,Wangan middonaito the movie,"Action, Drama",5.9,okay,100
10921,2009,Os Normais 2: A Noite Mais Maluca de Todas,Comedy,5.8,okay,75
10922,2009,Medalia de onoare,"Comedy, Drama",7.7,good,104
10923,2008,Entre sábanas,"Drama, Romance",4.8,okay,98
10924,2009,Josh,"Action, Family",6.2,good,167
10925,2009,Kanimdaki Barut,"Action, Drama",3.7,okay,91
10926,2009,"O, schastlivchik!","Comedy, Drama",4.7,okay,95
10927,2009,Veselchaki,Comedy,6.1,good,96
10928,2009,Pop,"Drama, History, War",7.1,good,130
10929,2010,Smoorverliefd,"Comedy, Romance",5.3,okay,90
10930,2009,Wah Do Dem,"Adventure, Comedy, Drama",6.6,good,76
10931,2010,Naan Mahaan Alla,"Action, Crime, Drama",7.1,good,132
10932,2010,Baana Kaathadi,Romance,5.6,okay,146
10933,2009,Cin(T)a,"Drama, Romance",7.2,good,79
10934,2009,Ketika cinta bertasbih 2,Drama,6.2,good,120
10935,2007,Satham Podathey,Thriller,6.5,good,158
10936,2010,Spilt Milk,Comedy,5.5,okay,82
10937,2009,In the Dead of Night,"Crime, Drama, Horror",3.5,okay,70
10938,2010,Kyatapirâ,"Drama, War",6.7,good,85
10939,2009,In My Life,"Comedy, Drama",6.3,good,120
10940,2009,Sami Sakhli,Drama,7.1,good,96
10941,2009,The Occultist,Horror,2.3,bad,75
10942,2009,Dead Hooker in a Trunk,Horror,5.0,okay,92
10943,2009,Unrated: The Movie,"Horror, Musical",2.3,bad,81
10944,2009,Baabarr,"Action, Crime, Drama",5.2,okay,180
10945,2009,El cuarto de Leo,"Drama, Romance",6.5,good,95
10946,2010,Basement,"Horror, Thriller",2.2,bad,74
10947,2010,Virus X,"Horror, Sci-Fi",2.7,bad,85
10948,2010,Janie Jones,"Biography, Drama, Music",6.7,good,114
10949,2009,Keshtzar haye sepid,Drama,7.6,good,92
10950,2009,Amor y Frijoles,"Comedy, Drama",5.3,okay,83
10951,2010,Genitori & figli:) - Agitare bene prima dell'uso,Comedy,5.5,okay,110
10952,2009,La bella gente,Drama,6.8,good,98
10953,2010,La nostra vita,Drama,6.8,good,98
10954,2010,Les petits ruisseaux,Drama,6.5,good,94
10955,2010,Aisha,"Comedy, Drama, Romance",5.0,okay,126
10956,2009,Baanam,"Action, Drama",7.0,good,115
10957,2009,La vie au ranch,"Comedy, Drama",5.3,okay,90
10958,2010,D'amour et d'eau fraîche,Drama,6.0,good,85
10959,2010,Griff the Invisible,"Comedy, Drama, Romance",6.1,good,90
10960,2010,Dernier étage gauche gauche,"Comedy, Drama",6.3,good,110
10961,2010,Freche Mädchen 2,"Comedy, Drama, Romance",5.0,okay,96
10962,2010,Lyubov v bolshom gorode 2,"Comedy, Fantasy",5.7,okay,89
10963,2010,After the Waterfall,Drama,5.6,okay,94
10964,2010,Third Star,Drama,7.5,good,92
10965,2010,Himlen är oskyldigt blå,Drama,6.6,good,110
10966,2010,Oxy-Morons,"Action, Thriller",6.0,good,111
10967,2009,Prototype,"Action, Fantasy, Sci-Fi",4.2,okay,80
10968,2010,Bo,Drama,6.1,good,100
10969,2009,Mohakeme dar khiaban,Drama,5.0,okay,98
10970,2008,Mulla,Drama,4.5,okay,138
10971,2009,Ostatnia akcja,"Action, Adventure, Comedy",5.2,okay,95
10972,2010,The Sentimental Engine Slayer,Drama,6.9,good,97
10973,2009,Zhui ying,"Action, Comedy",4.8,okay,89
10974,2009,Em Teu Nome,Drama,6.1,good,100
10975,2010,Di Di Hollywood,Drama,3.6,okay,96
10976,2009,Kakera,Drama,6.3,good,107
10977,2009,Katharsi,"Crime, Thriller",5.5,okay,74
10978,2009,Resurrecting the Street Walker,Horror,5.2,okay,80
10979,2010,Super,"Action, Comedy, Drama",6.7,good,96
10980,2010,My Bloody Wedding,Comedy,2.8,bad,88
10981,2009,Vaada Raha... I Promise,Drama,5.4,okay,101
10982,2010,Los ojos de Julia,"Horror, Mystery, Thriller",6.7,good,118
10983,2010,Ayirathil Oruvan,"Action, Adventure, Fantasy",7.7,good,183
10984,2010,Far til fire - på japansk,Family,3.5,okay,90
10985,2009,Kiskanmak,Drama,6.6,good,96
10986,2009,Over gaden under vandet,Drama,5.5,okay,100
10987,2009,Late Fee,"Comedy, Horror",3.2,okay,90
10988,2009,Baska Dilde Ask,Drama,7.4,good,98
10989,2009,Bobbos,Comedy,3.9,okay,113
10990,2009,Dead Men,Thriller,5.3,okay,86
10991,2010,Dog Sweat,Drama,6.3,good,90
10992,2010,Eagles in the Chicken Coop,"Comedy, Drama",6.2,good,95
10993,2010,Nightbeasts,"Horror, Sci-Fi",7.0,good,80
10994,2010,Scusa ma ti voglio sposare,"Comedy, Drama, Romance",5.5,okay,106
10995,2009,Sonhos Roubados,Drama,6.2,good,85
10996,2010,4.3.2.1.,"Crime, Thriller",5.8,okay,117
10997,2010,Loving the Bad Man,"Crime, Drama, Romance",4.3,okay,104
10998,2009,Karat 14,"Crime, Drama",6.0,good,87
10999,2009,Ye dian,Comedy,6.2,good,94
11000,2009,Yan lei,Drama,6.8,good,111
11001,2009,Third Person Singular Number,Drama,7.1,good,124
11002,2009,Kanal-i-zasyon,Comedy,5.1,okay,90
11003,2009,Oggi sposi,"Comedy, Romance",6.1,good,118
11004,2009,Rewers,"Comedy, Drama, Romance",7.1,good,99
11005,2009,Lan,Drama,7.1,good,85
11006,2009,Jao nok krajok,Drama,6.7,good,82
11007,2009,Paju,Drama,6.6,good,110
11008,2010,Sus,Drama,6.1,good,91
11009,2009,Vihir,Drama,7.3,good,120
11010,2008,Balkonas,"Drama, Family",7.5,good,48
11011,2008,Passazhirka,Drama,5.4,okay,95
11012,2009,Ukroshchenie stroptivykh,Comedy,4.2,okay,90
11013,2010,A Beginner's Guide to Endings,"Comedy, Drama",6.4,good,93
11014,2010,Alleged,"Drama, History, Romance",4.5,okay,94
11015,2009,Homeless for the Holidays,Drama,2.7,bad,105
11016,2009,Kichin,"Drama, Romance",5.9,okay,102
11017,2010,Tilva Ros,"Drama, Romance",7.2,good,99
11018,2010,Vespa,Drama,1.5,bad,85
11019,2010,Karl the Butcher vs Axe,"Action, Comedy, Horror",3.1,okay,75
11020,2009,Jageun yeonmot,War,6.5,good,86
11021,2009,Gjallë,Drama,6.3,good,90
11022,2010,"Bi, dung so!",Drama,6.7,good,91
11023,2010,3,"Comedy, Drama, Romance",6.7,good,119
11024,2009,Handlarz cudów,Drama,6.1,good,107
11025,2009,Keitai kareshi,"Comedy, Horror, Romance",5.2,okay,102
11026,2009,Las,Drama,6.6,good,76
11027,2010,Le bruit des glaçons,"Comedy, Drama",6.2,good,87
11028,2009,Maimai Shinko to sennen no mahô,"Animation, Adventure, Dram",7.0,good,93
11029,2009,Tokkiwa rijeodeu,"Drama, Romance",6.2,good,101
11030,2010,Motel Nana,Drama,5.9,okay,92
11031,2009,Rompecabezas,Drama,6.7,good,87
11032,2009,Geobugi dallinda,"Action, Comedy, Crime",6.6,good,117
11033,2010,Suma summarum,"Comedy, Thriller",6.7,good,120
11034,2009,Jiphaengja,Drama,6.2,good,98
11035,2009,Pe-eo leo-beu,"Drama, Romance",5.9,okay,115
11036,2009,Chaesikjuuija,Drama,5.7,okay,111
11037,2008,Yûbae Shôjo,Drama,2.0,bad,100
11038,2010,Hochzeitspolka,Comedy,5.5,okay,90
11039,2009,Trésor,Comedy,4.2,okay,85
11040,2010,Le poil de la bête,"Adventure, Horror",5.2,okay,100
11041,2010,Better Mus' Come,"Action, Crime, Drama",6.2,good,104
11042,2010,Fun sau suet oi nei,"Comedy, Drama, Romance",5.8,okay,104
11043,2010,20 sigarette,"Drama, War",6.6,good,94
11044,2010,Meek's Cutoff,"Drama, Western",6.5,good,104
11045,2009,Wo de tangchao xiongdi,Action,5.6,okay,93
11046,2010,Agnosia,"Drama, Thriller",5.5,okay,105
11047,2009,Ierô Kiddo,Drama,2.3,bad,111
11048,2010,Sevdah za Karima,Drama,6.1,good,95
11049,2009,Gutmoning peurejideonteu,Drama,5.7,okay,131
11050,2009,Kino Caravan,Drama,6.8,good,100
11051,2009,Be with Me,"Drama, Horror",5.4,okay,100
11052,2010,Chuen sing yit luen - yit lat lat,"Comedy, Romance",6.0,good,93
11053,2009,Kkotgwa sijak,"Drama, Romance",5.4,okay,87
11054,2009,Zero,"Action, Drama",6.8,good,110
11055,2009,Night of the Living Dead: Reanimated,"Animation, Action, Drama",4.3,okay,96
11056,2009,Teiruzu obu vesuperia: The first strike,Animation,6.4,good,110
11057,2010,Twelve Thirty,Drama,4.6,okay,126
11058,2009,Circle of Eight,"Horror, Mystery",3.7,okay,83
11059,2009,Divorces!,"Comedy, Drama",5.2,okay,100
11060,2010,Gabi on the Roof in July,"Comedy, Drama, Romance",5.9,okay,101
11061,2009,In the Market,"Horror, Thriller",1.9,bad,115
11062,2010,Iron Doors,"Mystery, Thriller",4.5,okay,80
11063,2009,Loudspeaker,Drama,7.4,good,162
11064,2010,Una vita tranquilla,"Crime, Drama",6.8,good,105
11065,2010,Iti Mrinalini: An Unfinished Letter...,Drama,6.8,good,131
11066,2010,Shikeidai no erebêtâ,"Crime, Drama, Thriller",5.4,okay,111
11067,2009,Ha phraeng,"Comedy, Fantasy, Horror",6.7,good,125
11068,2010,Potiche,Comedy,6.4,good,103
11069,2008,"Ashkan, angoshtar-e motebarek va dastan-haye digar",Drama,6.9,good,92
11070,2010,Les meilleurs amis du monde,Comedy,5.4,okay,94
11071,2009,Angshumaner Chhobi,Drama,6.7,good,125
11072,2009,Khwaam jam sun... Tae rak chan yao,"Drama, Romance",6.9,good,117
11073,2009,Mark of Love,"Comedy, Romance",6.5,good,86
11074,2009,Maskhead,Horror,3.6,okay,88
11075,2009,Natimorto,Drama,6.7,good,92
11076,2008,Hollywood Mouth,Drama,3.3,okay,75
11077,2010,Obselidia,Drama,6.9,good,103
11078,2009,Os Inquilinos,Drama,6.6,good,103
11079,2009,Prometeo Deportado,"Comedy, Drama",6.5,good,112
11080,2009,The Last Lovecraft: Relic of Cthulhu,"Adventure, Comedy, Horror",5.5,okay,78
11081,2009,Ritu,"Drama, Family",7.2,good,138
11082,2010,Snowman's Land,"Comedy, Crime",6.1,good,95
11083,2009,Tum Mile,"Drama, Romance",4.9,okay,140
11084,2010,Win/Win,Drama,6.7,good,81
11085,2009,Pen-teu-ha-woo-seu ko-kki-ri,Drama,5.6,okay,144
11086,2010,Arctic Blast,"Action, Adventure, Drama",3.9,okay,92
11087,2010,Limbo,Drama,6.0,good,105
11088,2009,Alza la testa,Drama,6.7,good,86
11089,2009,Ask geliyorum demez,"Comedy, Romance",5.2,okay,95
11090,2009,Bes Sehir,Drama,7.1,good,95
11091,2009,Incir çekirdegi,Drama,4.4,okay,82
11092,2009,Io & Marilyn,"Comedy, Fantasy",5.1,okay,96
11093,2010,Kaboom,"Comedy, Mystery, Romance",5.7,okay,86
11094,2010,Kill Katie Malone,"Horror, Thriller",4.3,okay,88
11095,2009,Kolpaçino,"Action, Comedy",6.0,good,98
11096,2009,Kurtlar Vadisi: Gladio,"Action, Crime, Drama",6.0,good,97
11097,2010,La bellezza del somaro,Comedy,5.8,okay,107
11098,2010,La passione,"Comedy, Drama",6.2,good,106
11099,2009,Neseli Hayat,Comedy,6.1,good,100
11100,2009,7 Kocali Hürmüz,Comedy,6.3,good,122
11101,2010,Paradise Recovered,Drama,7.1,good,96
11102,2010,Hitler's Grave,Drama,3.7,okay,90
11103,2010,Knucklehead,"Action, Comedy, Drama",5.2,okay,100
11104,2010,All My Friends Are Funeral Singers,"Comedy, Drama, Music",6.2,good,84
11105,2009,Death of the Virgin,"Horror, Mystery, Thriller",3.2,okay,103
11106,2009,Harishchandrachi Factory,"Biography, Comedy, Drama",8.4,good,96
11107,2010,Kóngavegur,"Comedy, Drama",5.8,okay,100
11108,2009,Billa,"Action, Romance, Thriller",6.1,good,149
11109,2009,Duburys,Drama,7.3,good,140
11110,2010,Eksperimentet,"Drama, History",5.8,okay,90
11111,2010,Gantz,"Action, Horror, Sci-Fi",6.5,good,130
11112,2010,Satte Farben vor Schwarz,Drama,6.3,good,85
11113,2010,The Space Between,Drama,6.6,good,90
11114,2010,El Gran Vázquez,"Biography, Comedy",6.2,good,106
11115,2010,Ay Lav Yu,Comedy,5.5,okay,102
11116,2009,Salve Geral,"Crime, Drama, Thriller",6.3,good,119
11117,2009,Zona sur,Drama,6.5,good,108
11118,2009,Arya 2,"Action, Comedy",7.3,good,155
11119,2009,Konpliktis zona,"Drama, War",7.6,good,82
11120,2010,"Ao, le dernier Néandertal","Adventure, History",6.4,good,84
11121,2010,New Low,"Comedy, Romance",6.6,good,82
11122,2009,Cado dalle nubi,Comedy,6.4,good,95
11123,2008,Abhiyum Naanum,"Comedy, Drama, Family",7.5,good,147
11124,2010,Szelíd teremtés - A Frankenstein-terv,Drama,5.6,okay,109
11125,2009,Nasty Old People,Drama,6.8,good,84
11126,2010,Ajeossi,"Action, Drama, Thriller",7.8,good,119
11127,2010,Fit,"Drama, Romance",6.2,good,108
11128,2010,Last Kung Fu Monk,"Action, Adventure, Comedy",4.1,okay,93
11129,2010,Archipelago,Drama,6.3,good,114
11130,2009,Cealalta Irina,"Drama, Thriller",7.1,good,90
11131,2010,Disrupt/Dismantle,"Action, Crime, Drama",4.0,okay,94
11132,2010,Route Irish,"Action, Drama, Thriller",6.4,good,109
11133,2010,Rien à déclarer,Comedy,6.4,good,108
11134,2010,Born to Raise Hell,"Action, Crime, Thriller",4.5,okay,98
11135,2010,Happy Few,Romance,5.6,okay,103
11136,2010,Kommandør Treholt & ninjatroppen,"Action, Comedy",5.0,okay,77
11137,2009,Koshechka,Comedy,6.8,good,95
11138,2010,The Penitent Man,"Drama, Sci-Fi",7.2,good,92
11139,2010,Basilicata Coast to Coast,"Comedy, Musical",6.7,good,105
11140,2010,Benvenuti al sud,Comedy,6.6,good,102
11141,2010,Brownian Movement,"Drama, Romance",4.8,okay,97
11142,2009,El hombre de al lado,Thriller,7.1,good,110
11143,2010,Das Ende ist mein Anfang,"Biography, Drama",6.4,good,98
11144,2009,Los ángeles,Drama,3.7,okay,90
11145,2009,Nigdy nie mów nigdy,"Comedy, Romance",4.8,okay,102
11146,2010,Picco,"Crime, Drama, Horror",7.1,good,105
11147,2010,Sharm el Sheikh - Un'estate indimenticabile,Comedy,3.6,okay,90
11148,2010,Almost Kings,Drama,6.0,good,93
11149,2010,De vrais mensonges,"Comedy, Romance",6.5,good,105
11150,2010,Trust,"Crime, Drama, Thriller",6.9,good,106
11151,2010,Cruzando el límite,Drama,5.8,okay,92
11152,2009,Dawning,"Drama, Horror, Thriller",4.0,okay,82
11153,2010,Putty Hill,Drama,5.9,okay,85
11154,2010,Red Hill,"Thriller, Western",6.4,good,95
11155,2010,Everything Must Go,Drama,6.4,good,97
11156,2009,Antikiller D.K.,Action,5.8,okay,96
11157,2010,Le mariage à trois,Drama,5.3,okay,104
11158,2010,Zhu li ye,"Drama, Romance",5.8,okay,106
11159,2009,Na igre,"Action, Drama, Sci-Fi",5.7,okay,90
11160,2010,Beginners,"Comedy, Drama, Romance",7.2,good,105
11161,2009,Engel mit schmutzigen Flügeln,Drama,3.0,okay,90
11162,2009,Paa,"Comedy, Drama",7.2,good,133
11163,2010,Beautiful Boy,Drama,6.6,good,100
