,date,city,price
697,1989-07-01,FL-Tampa,82.13
698,1989-07-01,GA-Atlanta,
699,1989-07-01,IL-Chicago,70.89
700,1989-07-01,MA-Boston,74.68
701,1989-07-01,MI-Detroit,
702,1989-07-01,MN-Minneapolis,63.85
703,1989-07-01,NC-Charlotte,71.79
704,1989-07-01,NV-Las Vegas,71.56
705,1989-07-01,NY-New York,82.67
706,1989-07-01,OH-Cleveland,63.78
707,1989-07-01,OR-Portland,46.5
708,1989-07-01,TX-Dallas,
709,1989-07-01,WA-Seattle,
710,1989-07-01,Composite-10,81.66
711,1989-07-01,Composite-20,
712,1989-07-01,National-US,76.05
713,1989-08-01,AZ-Phoenix,67.28
714,1989-08-01,CA-Los Angeles,97.51
715,1989-08-01,CA-San Diego,80.56
716,1989-08-01,CA-San Francisco,71.36
717,1989-08-01,CO-Denver,47.78
718,1989-08-01,DC-Washington,91.84
719,1989-08-01,FL-Miami,78.56
720,1989-08-01,FL-Tampa,81.5
721,1989-08-01,GA-Atlanta,
722,1989-08-01,IL-Chicago,71.31
723,1989-08-01,MA-Boston,74.07
724,1989-08-01,MI-Detroit,
725,1989-08-01,MN-Minneapolis,64.07
726,1989-08-01,NC-Charlotte,71.92
727,1989-08-01,NV-Las Vegas,72.65
728,1989-08-01,NY-New York,82.63
729,1989-08-01,OH-Cleveland,64.59
730,1989-08-01,OR-Portland,46.97
731,1989-08-01,TX-Dallas,
732,1989-08-01,WA-Seattle,
733,1989-08-01,Composite-10,82.08
734,1989-08-01,Composite-20,
735,1989-08-01,National-US,76.28
736,1989-09-01,AZ-Phoenix,67.14
737,1989-09-01,CA-Los Angeles,97.99
738,1989-09-01,CA-San Diego,81.58
739,1989-09-01,CA-San Francisco,72.31
740,1989-09-01,CO-Denver,47.8
741,1989-09-01,DC-Washington,92.35
742,1989-09-01,FL-Miami,78.58
743,1989-09-01,FL-Tampa,81.77
744,1989-09-01,GA-Atlanta,
745,1989-09-01,IL-Chicago,70.88
746,1989-09-01,MA-Boston,73.71
747,1989-09-01,MI-Detroit,
748,1989-09-01,MN-Minneapolis,64.0
749,1989-09-01,NC-Charlotte,71.9
750,1989-09-01,NV-Las Vegas,73.41
751,1989-09-01,NY-New York,82.38
752,1989-09-01,OH-Cleveland,65.04
753,1989-09-01,OR-Portland,47.26
754,1989-09-01,TX-Dallas,
755,1989-09-01,WA-Seattle,
756,1989-09-01,Composite-10,82.25
757,1989-09-01,Composite-20,
758,1989-09-01,National-US,76.43
759,1989-10-01,AZ-Phoenix,66.68
760,1989-10-01,CA-Los Angeles,98.55
761,1989-10-01,CA-San Diego,82.44
762,1989-10-01,CA-San Francisco,72.95
763,1989-10-01,CO-Denver,48.12
764,1989-10-01,DC-Washington,92.45
765,1989-10-01,FL-Miami,78.62
766,1989-10-01,FL-Tampa,82.0
767,1989-10-01,GA-Atlanta,
768,1989-10-01,IL-Chicago,70.36
769,1989-10-01,MA-Boston,73.38
770,1989-10-01,MI-Detroit,
771,1989-10-01,MN-Minneapolis,64.21
772,1989-10-01,NC-Charlotte,72.05
773,1989-10-01,NV-Las Vegas,74.27
774,1989-10-01,NY-New York,82.36
775,1989-10-01,OH-Cleveland,65.23
776,1989-10-01,OR-Portland,47.67
777,1989-10-01,TX-Dallas,
778,1989-10-01,WA-Seattle,
779,1989-10-01,Composite-10,82.44
780,1989-10-01,Composite-20,
781,1989-10-01,National-US,76.49
782,1989-11-01,AZ-Phoenix,66.52
783,1989-11-01,CA-Los Angeles,99.29
784,1989-11-01,CA-San Diego,83.0
785,1989-11-01,CA-San Francisco,73.25
786,1989-11-01,CO-Denver,48.18
787,1989-11-01,DC-Washington,92.45
788,1989-11-01,FL-Miami,78.51
789,1989-11-01,FL-Tampa,82.29
790,1989-11-01,GA-Atlanta,
791,1989-11-01,IL-Chicago,69.57
792,1989-11-01,MA-Boston,73.31
793,1989-11-01,MI-Detroit,
794,1989-11-01,MN-Minneapolis,64.42
795,1989-11-01,NC-Charlotte,72.16
796,1989-11-01,NV-Las Vegas,74.74
797,1989-11-01,NY-New York,81.85
798,1989-11-01,OH-Cleveland,64.74
799,1989-11-01,OR-Portland,47.88
800,1989-11-01,TX-Dallas,
801,1989-11-01,WA-Seattle,
802,1989-11-01,Composite-10,82.43
803,1989-11-01,Composite-20,
804,1989-11-01,National-US,76.52
805,1989-12-01,AZ-Phoenix,66.41
806,1989-12-01,CA-Los Angeles,99.88
807,1989-12-01,CA-San Diego,83.55
808,1989-12-01,CA-San Francisco,73.02
809,1989-12-01,CO-Denver,48.06
810,1989-12-01,DC-Washington,92.64
811,1989-12-01,FL-Miami,78.74
812,1989-12-01,FL-Tampa,82.05
813,1989-12-01,GA-Atlanta,
814,1989-12-01,IL-Chicago,68.91
815,1989-12-01,MA-Boston,73.02
816,1989-12-01,MI-Detroit,
817,1989-12-01,MN-Minneapolis,64.35
818,1989-12-01,NC-Charlotte,72.48
819,1989-12-01,NV-Las Vegas,74.99
820,1989-12-01,NY-New York,81.32
821,1989-12-01,OH-Cleveland,64.94
822,1989-12-01,OR-Portland,48.67
823,1989-12-01,TX-Dallas,
824,1989-12-01,WA-Seattle,
825,1989-12-01,Composite-10,82.35
826,1989-12-01,Composite-20,
827,1989-12-01,National-US,76.5
828,1990-01-01,AZ-Phoenix,66.56
829,1990-01-01,CA-Los Angeles,100.23
830,1990-01-01,CA-San Diego,83.77
831,1990-01-01,CA-San Francisco,72.87
832,1990-01-01,CO-Denver,47.98
833,1990-01-01,DC-Washington,92.99
834,1990-01-01,FL-Miami,79.2
835,1990-01-01,FL-Tampa,82.26
836,1990-01-01,GA-Atlanta,
837,1990-01-01,IL-Chicago,68.5
838,1990-01-01,MA-Boston,72.76
839,1990-01-01,MI-Detroit,
840,1990-01-01,MN-Minneapolis,63.84
841,1990-01-01,NC-Charlotte,72.69
842,1990-01-01,NV-Las Vegas,75.46
843,1990-01-01,NY-New York,80.89
844,1990-01-01,OH-Cleveland,64.78
845,1990-01-01,OR-Portland,49.42
846,1990-01-01,TX-Dallas,
847,1990-01-01,WA-Seattle,58.23
848,1990-01-01,Composite-10,82.29
849,1990-01-01,Composite-20,
850,1990-01-01,National-US,76.53
851,1990-02-01,AZ-Phoenix,66.51
852,1990-02-01,CA-Los Angeles,100.15
853,1990-02-01,CA-San Diego,84.08
854,1990-02-01,CA-San Francisco,72.95
855,1990-02-01,CO-Denver,48.08
856,1990-02-01,DC-Washington,93.18
857,1990-02-01,FL-Miami,79.48
858,1990-02-01,FL-Tampa,82.42
859,1990-02-01,GA-Atlanta,
860,1990-02-01,IL-Chicago,68.06
861,1990-02-01,MA-Boston,72.28
862,1990-02-01,MI-Detroit,
863,1990-02-01,MN-Minneapolis,63.66
864,1990-02-01,NC-Charlotte,72.92
865,1990-02-01,NV-Las Vegas,75.14
866,1990-02-01,NY-New York,80.53
867,1990-02-01,OH-Cleveland,65.13
868,1990-02-01,OR-Portland,50.27
869,1990-02-01,TX-Dallas,
870,1990-02-01,WA-Seattle,59.98
871,1990-02-01,Composite-10,82.15
872,1990-02-01,Composite-20,
873,1990-02-01,National-US,76.59
874,1990-03-01,AZ-Phoenix,66.44
875,1990-03-01,CA-Los Angeles,100.02
876,1990-03-01,CA-San Diego,84.43
877,1990-03-01,CA-San Francisco,73.5
878,1990-03-01,CO-Denver,48.29
879,1990-03-01,DC-Washington,93.02
880,1990-03-01,FL-Miami,79.3
881,1990-03-01,FL-Tampa,83.03
882,1990-03-01,GA-Atlanta,
883,1990-03-01,IL-Chicago,68.68
884,1990-03-01,MA-Boston,71.19
885,1990-03-01,MI-Detroit,
886,1990-03-01,MN-Minneapolis,63.98
887,1990-03-01,NC-Charlotte,72.99
888,1990-03-01,NV-Las Vegas,76.08
889,1990-03-01,NY-New York,79.99
890,1990-03-01,OH-Cleveland,65.44
891,1990-03-01,OR-Portland,50.25
892,1990-03-01,TX-Dallas,
893,1990-03-01,WA-Seattle,62.29
894,1990-03-01,Composite-10,82.02
895,1990-03-01,Composite-20,
896,1990-03-01,National-US,76.79
897,1990-04-01,AZ-Phoenix,66.48
898,1990-04-01,CA-Los Angeles,99.99
899,1990-04-01,CA-San Diego,85.09
900,1990-04-01,CA-San Francisco,74.57
901,1990-04-01,CO-Denver,48.4
902,1990-04-01,DC-Washington,93.22
903,1990-04-01,FL-Miami,79.24
904,1990-04-01,FL-Tampa,82.64
905,1990-04-01,GA-Atlanta,
906,1990-04-01,IL-Chicago,69.43
907,1990-04-01,MA-Boston,70.91
908,1990-04-01,MI-Detroit,
909,1990-04-01,MN-Minneapolis,64.44
910,1990-04-01,NC-Charlotte,73.18
911,1990-04-01,NV-Las Vegas,76.77
912,1990-04-01,NY-New York,79.34
913,1990-04-01,OH-Cleveland,66.51
914,1990-04-01,OR-Portland,51.09
915,1990-04-01,TX-Dallas,
916,1990-04-01,WA-Seattle,65.09
917,1990-04-01,Composite-10,82.05
918,1990-04-01,Composite-20,
919,1990-04-01,National-US,77.04
920,1990-05-01,AZ-Phoenix,66.44
921,1990-05-01,CA-Los Angeles,99.79
922,1990-05-01,CA-San Diego,85.53
923,1990-05-01,CA-San Francisco,75.12
924,1990-05-01,CO-Denver,48.4
925,1990-05-01,DC-Washington,93.01
926,1990-05-01,FL-Miami,79.33
927,1990-05-01,FL-Tampa,82.76
928,1990-05-01,GA-Atlanta,
929,1990-05-01,IL-Chicago,69.97
930,1990-05-01,MA-Boston,70.42
931,1990-05-01,MI-Detroit,
932,1990-05-01,MN-Minneapolis,64.73
933,1990-05-01,NC-Charlotte,73.5
934,1990-05-01,NV-Las Vegas,77.59
935,1990-05-01,NY-New York,79.05
936,1990-05-01,OH-Cleveland,67.07
937,1990-05-01,OR-Portland,51.89
938,1990-05-01,TX-Dallas,
939,1990-05-01,WA-Seattle,66.82
940,1990-05-01,Composite-10,82.01
941,1990-05-01,Composite-20,
942,1990-05-01,National-US,77.3
943,1990-06-01,AZ-Phoenix,66.56
944,1990-06-01,CA-Los Angeles,100.24
945,1990-06-01,CA-San Diego,86.01
946,1990-06-01,CA-San Francisco,75.15
947,1990-06-01,CO-Denver,48.75
948,1990-06-01,DC-Washington,92.95
949,1990-06-01,FL-Miami,79.78
950,1990-06-01,FL-Tampa,82.57
951,1990-06-01,GA-Atlanta,
952,1990-06-01,IL-Chicago,70.62
953,1990-06-01,MA-Boston,70.14
954,1990-06-01,MI-Detroit,
955,1990-06-01,MN-Minneapolis,64.72
956,1990-06-01,NC-Charlotte,74.1
957,1990-06-01,NV-Las Vegas,78.34
958,1990-06-01,NY-New York,78.96
959,1990-06-01,OH-Cleveland,67.94
960,1990-06-01,OR-Portland,53.54
961,1990-06-01,TX-Dallas,
962,1990-06-01,WA-Seattle,68.06
963,1990-06-01,Composite-10,82.19
964,1990-06-01,Composite-20,
965,1990-06-01,National-US,77.5
966,1990-07-01,AZ-Phoenix,66.61
967,1990-07-01,CA-Los Angeles,100.05
968,1990-07-01,CA-San Diego,86.02
969,1990-07-01,CA-San Francisco,74.81
970,1990-07-01,CO-Denver,48.84
971,1990-07-01,DC-Washington,92.81
972,1990-07-01,FL-Miami,80.03
973,1990-07-01,FL-Tampa,82.84
974,1990-07-01,GA-Atlanta,
975,1990-07-01,IL-Chicago,71.23
976,1990-07-01,MA-Boston,69.84
977,1990-07-01,MI-Detroit,
978,1990-07-01,MN-Minneapolis,64.63
979,1990-07-01,NC-Charlotte,74.12
980,1990-07-01,NV-Las Vegas,79.53
981,1990-07-01,NY-New York,78.78
982,1990-07-01,OH-Cleveland,68.46
983,1990-07-01,OR-Portland,54.72
984,1990-07-01,TX-Dallas,
985,1990-07-01,WA-Seattle,68.3
986,1990-07-01,Composite-10,82.1
987,1990-07-01,Composite-20,
988,1990-07-01,National-US,77.56
989,1990-08-01,AZ-Phoenix,66.58
990,1990-08-01,CA-Los Angeles,99.99
991,1990-08-01,CA-San Diego,85.86
992,1990-08-01,CA-San Francisco,74.45
993,1990-08-01,CO-Denver,48.99
994,1990-08-01,DC-Washington,92.35
995,1990-08-01,FL-Miami,80.11
996,1990-08-01,FL-Tampa,82.67
997,1990-08-01,GA-Atlanta,
998,1990-08-01,IL-Chicago,71.48
999,1990-08-01,MA-Boston,69.56
1000,1990-08-01,MI-Detroit,
1001,1990-08-01,MN-Minneapolis,64.34
1002,1990-08-01,NC-Charlotte,74.33
1003,1990-08-01,NV-Las Vegas,80.95
1004,1990-08-01,NY-New York,78.21
1005,1990-08-01,OH-Cleveland,68.95
1006,1990-08-01,OR-Portland,56.02
1007,1990-08-01,TX-Dallas,
1008,1990-08-01,WA-Seattle,68.61
1009,1990-08-01,Composite-10,81.86
1010,1990-08-01,Composite-20,
1011,1990-08-01,National-US,77.47
1012,1990-09-01,AZ-Phoenix,66.25
1013,1990-09-01,CA-Los Angeles,99.26
1014,1990-09-01,CA-San Diego,85.76
1015,1990-09-01,CA-San Francisco,74.24
1016,1990-09-01,CO-Denver,48.98
1017,1990-09-01,DC-Washington,91.81
1018,1990-09-01,FL-Miami,79.94
1019,1990-09-01,FL-Tampa,82.17
1020,1990-09-01,GA-Atlanta,
1021,1990-09-01,IL-Chicago,71.61
1022,1990-09-01,MA-Boston,69.3
1023,1990-09-01,MI-Detroit,
1024,1990-09-01,MN-Minneapolis,64.26
1025,1990-09-01,NC-Charlotte,74.09
1026,1990-09-01,NV-Las Vegas,81.64
1027,1990-09-01,NY-New York,77.41
1028,1990-09-01,OH-Cleveland,69.11
1029,1990-09-01,OR-Portland,57.02
1030,1990-09-01,TX-Dallas,
1031,1990-09-01,WA-Seattle,68.13
1032,1990-09-01,Composite-10,81.39
1033,1990-09-01,Composite-20,
1034,1990-09-01,National-US,77.22
1035,1990-10-01,AZ-Phoenix,65.93
1036,1990-10-01,CA-Los Angeles,98.66
1037,1990-10-01,CA-San Diego,85.32
1038,1990-10-01,CA-San Francisco,73.44
1039,1990-10-01,CO-Denver,48.86
1040,1990-10-01,DC-Washington,91.48
1041,1990-10-01,FL-Miami,79.67
1042,1990-10-01,FL-Tampa,81.73
1043,1990-10-01,GA-Atlanta,
1044,1990-10-01,IL-Chicago,70.99
1045,1990-10-01,MA-Boston,68.72
1046,1990-10-01,MI-Detroit,
1047,1990-10-01,MN-Minneapolis,64.51
1048,1990-10-01,NC-Charlotte,74.12
1049,1990-10-01,NV-Las Vegas,82.41
1050,1990-10-01,NY-New York,76.8
1051,1990-10-01,OH-Cleveland,68.97
1052,1990-10-01,OR-Portland,57.39
1053,1990-10-01,TX-Dallas,
1054,1990-10-01,WA-Seattle,67.59
1055,1990-10-01,Composite-10,80.84
1056,1990-10-01,Composite-20,
1057,1990-10-01,National-US,76.91
1058,1990-11-01,AZ-Phoenix,65.41
1059,1990-11-01,CA-Los Angeles,97.36
1060,1990-11-01,CA-San Diego,84.98
1061,1990-11-01,CA-San Francisco,72.58
1062,1990-11-01,CO-Denver,48.78
1063,1990-11-01,DC-Washington,91.08
1064,1990-11-01,FL-Miami,79.75
1065,1990-11-01,FL-Tampa,81.57
1066,1990-11-01,GA-Atlanta,
1067,1990-11-01,IL-Chicago,70.73
1068,1990-11-01,MA-Boston,67.36
1069,1990-11-01,MI-Detroit,
1070,1990-11-01,MN-Minneapolis,64.4
1071,1990-11-01,NC-Charlotte,73.36
1072,1990-11-01,NV-Las Vegas,81.85
1073,1990-11-01,NY-New York,76.14
1074,1990-11-01,OH-Cleveland,68.86
1075,1990-11-01,OR-Portland,57.27
1076,1990-11-01,TX-Dallas,
1077,1990-11-01,WA-Seattle,66.88
1078,1990-11-01,Composite-10,80.09
1079,1990-11-01,Composite-20,
1080,1990-11-01,National-US,76.37
1081,1990-12-01,AZ-Phoenix,65.36
1082,1990-12-01,CA-Los Angeles,96.54
1083,1990-12-01,CA-San Diego,83.93
1084,1990-12-01,CA-San Francisco,71.47
1085,1990-12-01,CO-Denver,48.53
1086,1990-12-01,DC-Washington,90.74
1087,1990-12-01,FL-Miami,79.41
1088,1990-12-01,FL-Tampa,81.71
1089,1990-12-01,GA-Atlanta,
1090,1990-12-01,IL-Chicago,70.08
1091,1990-12-01,MA-Boston,66.13
1092,1990-12-01,MI-Detroit,
1093,1990-12-01,MN-Minneapolis,64.5
1094,1990-12-01,NC-Charlotte,73.46
1095,1990-12-01,NV-Las Vegas,81.78
1096,1990-12-01,NY-New York,75.6
1097,1990-12-01,OH-Cleveland,68.52
1098,1990-12-01,OR-Portland,56.72
1099,1990-12-01,TX-Dallas,
1100,1990-12-01,WA-Seattle,66.38
1101,1990-12-01,Composite-10,79.38
1102,1990-12-01,Composite-20,
1103,1990-12-01,National-US,75.97
1104,1991-01-01,AZ-Phoenix,65.26
1105,1991-01-01,CA-Los Angeles,95.28
1106,1991-01-01,CA-San Diego,83.13
1107,1991-01-01,CA-San Francisco,71.17
1108,1991-01-01,CO-Denver,48.67
1109,1991-01-01,DC-Washington,89.38
1110,1991-01-01,FL-Miami,79.08
1111,1991-01-01,FL-Tampa,81.75
1112,1991-01-01,GA-Atlanta,69.61
1113,1991-01-01,IL-Chicago,70.04
1114,1991-01-01,MA-Boston,64.97
1115,1991-01-01,MI-Detroit,58.24
1116,1991-01-01,MN-Minneapolis,64.21
1117,1991-01-01,NC-Charlotte,73.32
1118,1991-01-01,NV-Las Vegas,80.96
1119,1991-01-01,NY-New York,74.59
1120,1991-01-01,OH-Cleveland,68.24
1121,1991-01-01,OR-Portland,56.53
1122,1991-01-01,TX-Dallas,
1123,1991-01-01,WA-Seattle,65.53
1124,1991-01-01,Composite-10,78.53
1125,1991-01-01,Composite-20,
1126,1991-01-01,National-US,75.53
1127,1991-02-01,AZ-Phoenix,65.29
1128,1991-02-01,CA-Los Angeles,94.12
1129,1991-02-01,CA-San Diego,81.87
1130,1991-02-01,CA-San Francisco,70.27
1131,1991-02-01,CO-Denver,48.68
1132,1991-02-01,DC-Washington,88.8
1133,1991-02-01,FL-Miami,78.55
1134,1991-02-01,FL-Tampa,81.76
1135,1991-02-01,GA-Atlanta,69.17
1136,1991-02-01,IL-Chicago,70.5
1137,1991-02-01,MA-Boston,64.17
1138,1991-02-01,MI-Detroit,57.76
1139,1991-02-01,MN-Minneapolis,64.2
1140,1991-02-01,NC-Charlotte,73.26
1141,1991-02-01,NV-Las Vegas,81.58
1142,1991-02-01,NY-New York,73.69
1143,1991-02-01,OH-Cleveland,67.96
1144,1991-02-01,OR-Portland,56.94
1145,1991-02-01,TX-Dallas,
1146,1991-02-01,WA-Seattle,64.6
1147,1991-02-01,Composite-10,77.77
1148,1991-02-01,Composite-20,
1149,1991-02-01,National-US,75.25
1150,1991-03-01,AZ-Phoenix,64.6
1151,1991-03-01,CA-Los Angeles,92.83
1152,1991-03-01,CA-San Diego,80.89
1153,1991-03-01,CA-San Francisco,69.56
1154,1991-03-01,CO-Denver,48.85
1155,1991-03-01,DC-Washington,87.59
1156,1991-03-01,FL-Miami,78.44
1157,1991-03-01,FL-Tampa,81.43
1158,1991-03-01,GA-Atlanta,69.05
1159,1991-03-01,IL-Chicago,70.63
1160,1991-03-01,MA-Boston,63.57
1161,1991-03-01,MI-Detroit,57.63
1162,1991-03-01,MN-Minneapolis,64.19
1163,1991-03-01,NC-Charlotte,72.75
1164,1991-03-01,NV-Las Vegas,81.65
1165,1991-03-01,NY-New York,72.87
1166,1991-03-01,OH-Cleveland,68.18
1167,1991-03-01,OR-Portland,58.03
1168,1991-03-01,TX-Dallas,
1169,1991-03-01,WA-Seattle,64.47
1170,1991-03-01,Composite-10,77.0
1171,1991-03-01,Composite-20,
1172,1991-03-01,National-US,75.14
1173,1991-04-01,AZ-Phoenix,64.35
1174,1991-04-01,CA-Los Angeles,92.83
1175,1991-04-01,CA-San Diego,80.73
1176,1991-04-01,CA-San Francisco,69.46
1177,1991-04-01,CO-Denver,49.2
1178,1991-04-01,DC-Washington,87.56
1179,1991-04-01,FL-Miami,78.55
1180,1991-04-01,FL-Tampa,81.46
1181,1991-04-01,GA-Atlanta,69.4
1182,1991-04-01,IL-Chicago,71.09
1183,1991-04-01,MA-Boston,63.35
1184,1991-04-01,MI-Detroit,57.85
1185,1991-04-01,MN-Minneapolis,64.3
1186,1991-04-01,NC-Charlotte,72.88
1187,1991-04-01,NV-Las Vegas,81.67
1188,1991-04-01,NY-New York,72.29
1189,1991-04-01,OH-Cleveland,69.1
1190,1991-04-01,OR-Portland,58.39
1191,1991-04-01,TX-Dallas,
1192,1991-04-01,WA-Seattle,65.09
1193,1991-04-01,Composite-10,76.86
1194,1991-04-01,Composite-20,
1195,1991-04-01,National-US,75.32
1196,1991-05-01,AZ-Phoenix,64.37
1197,1991-05-01,CA-Los Angeles,93.37
1198,1991-05-01,CA-San Diego,81.41
1199,1991-05-01,CA-San Francisco,70.13
1200,1991-05-01,CO-Denver,49.51
1201,1991-05-01,DC-Washington,88.61
1202,1991-05-01,FL-Miami,77.95
1203,1991-05-01,FL-Tampa,81.33
1204,1991-05-01,GA-Atlanta,69.69
1205,1991-05-01,IL-Chicago,71.36
1206,1991-05-01,MA-Boston,63.84
1207,1991-05-01,MI-Detroit,58.36
1208,1991-05-01,MN-Minneapolis,64.75
1209,1991-05-01,NC-Charlotte,73.26
1210,1991-05-01,NV-Las Vegas,82.02
1211,1991-05-01,NY-New York,72.63
1212,1991-05-01,OH-Cleveland,69.92
1213,1991-05-01,OR-Portland,58.9
1214,1991-05-01,TX-Dallas,
1215,1991-05-01,WA-Seattle,66.03
1216,1991-05-01,Composite-10,77.31
1217,1991-05-01,Composite-20,
1218,1991-05-01,National-US,75.77
1219,1991-06-01,AZ-Phoenix,64.88
1220,1991-06-01,CA-Los Angeles,94.25
1221,1991-06-01,CA-San Diego,82.2
1222,1991-06-01,CA-San Francisco,70.83
1223,1991-06-01,CO-Denver,50.09
1224,1991-06-01,DC-Washington,89.28
1225,1991-06-01,FL-Miami,78.49
1226,1991-06-01,FL-Tampa,81.77
1227,1991-06-01,GA-Atlanta,70.14
1228,1991-06-01,IL-Chicago,71.66
1229,1991-06-01,MA-Boston,64.25
1230,1991-06-01,MI-Detroit,58.9
1231,1991-06-01,MN-Minneapolis,64.95
1232,1991-06-01,NC-Charlotte,73.49
1233,1991-06-01,NV-Las Vegas,81.91
1234,1991-06-01,NY-New York,73.5
1235,1991-06-01,OH-Cleveland,70.55
1236,1991-06-01,OR-Portland,59.54
1237,1991-06-01,TX-Dallas,
1238,1991-06-01,WA-Seattle,66.68
1239,1991-06-01,Composite-10,78.02
1240,1991-06-01,Composite-20,
1241,1991-06-01,National-US,76.26
1242,1991-07-01,AZ-Phoenix,65.5
1243,1991-07-01,CA-Los Angeles,94.85
1244,1991-07-01,CA-San Diego,82.59
1245,1991-07-01,CA-San Francisco,71.39
1246,1991-07-01,CO-Denver,50.55
1247,1991-07-01,DC-Washington,89.57
1248,1991-07-01,FL-Miami,78.64
1249,1991-07-01,FL-Tampa,81.85
1250,1991-07-01,GA-Atlanta,70.12
1251,1991-07-01,IL-Chicago,72.16
1252,1991-07-01,MA-Boston,64.49
1253,1991-07-01,MI-Detroit,59.29
1254,1991-07-01,MN-Minneapolis,65.65
1255,1991-07-01,NC-Charlotte,73.61
1256,1991-07-01,NV-Las Vegas,83.35
1257,1991-07-01,NY-New York,74.39
1258,1991-07-01,OH-Cleveland,71.09
1259,1991-07-01,OR-Portland,59.89
1260,1991-07-01,TX-Dallas,
1261,1991-07-01,WA-Seattle,66.93
1262,1991-07-01,Composite-10,78.61
1263,1991-07-01,Composite-20,
1264,1991-07-01,National-US,76.51
1265,1991-08-01,AZ-Phoenix,65.87
1266,1991-08-01,CA-Los Angeles,95.21
1267,1991-08-01,CA-San Diego,82.47
1268,1991-08-01,CA-San Francisco,71.52
1269,1991-08-01,CO-Denver,50.86
1270,1991-08-01,DC-Washington,89.13
1271,1991-08-01,FL-Miami,79.56
1272,1991-08-01,FL-Tampa,82.1
1273,1991-08-01,GA-Atlanta,70.48
1274,1991-08-01,IL-Chicago,72.62
1275,1991-08-01,MA-Boston,64.79
1276,1991-08-01,MI-Detroit,59.65
1277,1991-08-01,MN-Minneapolis,65.94
1278,1991-08-01,NC-Charlotte,73.59
1279,1991-08-01,NV-Las Vegas,84.07
1280,1991-08-01,NY-New York,74.9
1281,1991-08-01,OH-Cleveland,71.31
1282,1991-08-01,OR-Portland,60.17
1283,1991-08-01,TX-Dallas,
1284,1991-08-01,WA-Seattle,67.04
1285,1991-08-01,Composite-10,78.93
1286,1991-08-01,Composite-20,
1287,1991-08-01,National-US,76.59
1288,1991-09-01,AZ-Phoenix,66.04
1289,1991-09-01,CA-Los Angeles,94.92
1290,1991-09-01,CA-San Diego,82.2
1291,1991-09-01,CA-San Francisco,71.55
1292,1991-09-01,CO-Denver,50.9
1293,1991-09-01,DC-Washington,88.82
1294,1991-09-01,FL-Miami,79.27
1295,1991-09-01,FL-Tampa,81.65
1296,1991-09-01,GA-Atlanta,70.35
1297,1991-09-01,IL-Chicago,72.59
1298,1991-09-01,MA-Boston,64.83
1299,1991-09-01,MI-Detroit,59.7
1300,1991-09-01,MN-Minneapolis,66.14
1301,1991-09-01,NC-Charlotte,73.38
1302,1991-09-01,NV-Las Vegas,85.46
1303,1991-09-01,NY-New York,75.06
1304,1991-09-01,OH-Cleveland,71.65
1305,1991-09-01,OR-Portland,60.2
1306,1991-09-01,TX-Dallas,
1307,1991-09-01,WA-Seattle,66.99
1308,1991-09-01,Composite-10,78.88
1309,1991-09-01,Composite-20,
1310,1991-09-01,National-US,76.58
1311,1991-10-01,AZ-Phoenix,65.84
1312,1991-10-01,CA-Los Angeles,94.51
1313,1991-10-01,CA-San Diego,82.02
1314,1991-10-01,CA-San Francisco,71.21
1315,1991-10-01,CO-Denver,50.99
1316,1991-10-01,DC-Washington,88.62
1317,1991-10-01,FL-Miami,79.31
1318,1991-10-01,FL-Tampa,81.52
1319,1991-10-01,GA-Atlanta,70.29
1320,1991-10-01,IL-Chicago,72.43
1321,1991-10-01,MA-Boston,64.71
1322,1991-10-01,MI-Detroit,59.84
1323,1991-10-01,MN-Minneapolis,65.73
1324,1991-10-01,NC-Charlotte,73.58
1325,1991-10-01,NV-Las Vegas,83.81
1326,1991-10-01,NY-New York,75.01
1327,1991-10-01,OH-Cleveland,71.52
1328,1991-10-01,OR-Portland,60.64
1329,1991-10-01,TX-Dallas,
1330,1991-10-01,WA-Seattle,66.48
1331,1991-10-01,Composite-10,78.68
1332,1991-10-01,Composite-20,
1333,1991-10-01,National-US,76.29
1334,1991-11-01,AZ-Phoenix,66.1
1335,1991-11-01,CA-Los Angeles,93.67
1336,1991-11-01,CA-San Diego,81.76
1337,1991-11-01,CA-San Francisco,70.69
1338,1991-11-01,CO-Denver,51.03
1339,1991-11-01,DC-Washington,88.75
1340,1991-11-01,FL-Miami,79.29
1341,1991-11-01,FL-Tampa,81.69
1342,1991-11-01,GA-Atlanta,70.09
1343,1991-11-01,IL-Chicago,72.23
1344,1991-11-01,MA-Boston,64.05
1345,1991-11-01,MI-Detroit,59.71
1346,1991-11-01,MN-Minneapolis,65.68
1347,1991-11-01,NC-Charlotte,73.52
1348,1991-11-01,NV-Las Vegas,81.98
1349,1991-11-01,NY-New York,74.84
1350,1991-11-01,OH-Cleveland,71.42
1351,1991-11-01,OR-Portland,60.59
1352,1991-11-01,TX-Dallas,
1353,1991-11-01,WA-Seattle,66.13
1354,1991-11-01,Composite-10,78.31
1355,1991-11-01,Composite-20,
1356,1991-11-01,National-US,76.04
1357,1991-12-01,AZ-Phoenix,65.95
1358,1991-12-01,CA-Los Angeles,93.01
1359,1991-12-01,CA-San Diego,81.14
1360,1991-12-01,CA-San Francisco,70.05
1361,1991-12-01,CO-Denver,51.08
1362,1991-12-01,DC-Washington,88.29
1363,1991-12-01,FL-Miami,79.09
